FIRST,SECOND,THIRD,FOURTH,FIFTH,NEAR_FIRST,TWO,THREE
,,,,994798,,,
,,,,890307,,,
,,,,008073,,,
,,,,408925,,,
,,,,550536,,,
,,,,604403,,,
,,,,797578,,,
,,,,467469,,,
,,,,416138,,,
,,,,897207,,,
,,,,222688,,,
,,,,103403,,,
,,,,125870,,,
,,,,253409,,,
,,,,832312,,,
,,,,834203,,,
,,,,560106,,,
,,,,174254,,,
,,,,884376,,,
,,,,384977,,,
,,,,937468,,,
,,,,339327,,,
,,,,484371,,,
,,,,350044,,,
,,,,063879,,,
,,,,861874,,,
,,,,656782,,,
,,,,855057,,,
,,,,937888,,,
,,,,928714,,,
,,,,234330,,,
,,,,200114,,,
,,,,808038,,,
,,,,875903,,,
,,,,004888,,,
,,,,329409,,,
,,,,443827,,,
,,,,273221,,,
,,,,255700,,,
,,,,064609,,,
,,,,421364,,,
,,,,345661,,,
,,,,304981,,,
,,,,090869,,,
,,,,888264,,,
,,,,200292,,,
,,,,236060,,,
,,,,066793,,,
,,,,440982,,,
,,,,962565,,,
,,,,530669,,,
,,,,761798,,,
,,,,998612,,,
,,,,059165,,,
,,,,753296,,,
,,,,374391,,,
,,,,115700,,,
,,,,906180,,,
,,,,128575,,,
,,,,622925,,,
,,,,988375,,,
,,,,173375,,,
,,,,387822,,,
,,,,435111,,,
,,,,788889,,,
,,,,760064,,,
,,,,559788,,,
,,,,218833,,,
,,,,434121,,,
,,,,042993,,,
,,,,756685,,,
,,,,952702,,,
,,,,953490,,,
,,,,981093,,,
,,,,397232,,,
,,,,422172,,,
,,,,308402,,,
,,,,284615,,,
,,,,123305,,,
,,,,438819,,,
,,,,635881,,,
,,,,075499,,,
,,,,226588,,,
,,,,411675,,,
,,,,446939,,,
,,,,095562,,,
,,,,522297,,,
,,,,383827,,,
,,,,042752,,,
,,,,968895,,,
,,,,724734,,,
,,,,489542,,,
,,,,902346,,,
,,,,014900,,,
,,,,075568,,,
,,,,165051,,,
,,,,292546,,,
,,,,382749,,,
,,,,467711,,,
,,,,599963,,,
,,,,687186,,,
,,,,801152,,,
,,,,935635,,,
,,,,018538,,,
,,,,078469,,,
,,,,167043,,,
,,,,298223,,,
,,,,416626,,,
,,,,475116,,,
,,,,603538,,,
,,,,696459,,,
,,,,830739,,,
,,,,937113,,,
,,,,023490,,,
,,,,097394,,,
,,,,216741,,,
,,,,302273,,,
,,,,420218,,,
,,,,489973,,,
,,,,603960,,,
,,,,705651,,,
,,,,831922,,,
,,,,949015,,,
,,,,044485,,,
,,,,097757,,,
,,,,225849,,,
,,,,312673,,,
,,,,420363,,,
,,,,492673,,,
,,,,624939,,,
,,,,711302,,,
,,,,866445,,,
,,,,963428,,,
,,,,048657,,,
,,,,106286,,,
,,,,233518,,,
,,,,316575,,,
,,,,436912,,,
,,,,498184,,,
,,,,632966,,,
,,,,714072,,,
,,,,872896,,,
,,,,965518,,,
,,,,052019,,,
,,,,114120,,,
,,,,249699,,,
,,,,337203,,,
,,,,437905,,,
,,,,517938,,,
,,,,637964,,,
,,,,725395,,,
,,,,874822,,,
,,,,973588,,,
,,,,062095,,,
,,,,122404,,,
,,,,252597,,,
,,,,343431,,,
,,,,440866,,,
,,,,526330,,,
,,,,661879,,,
,,,,730700,,,
,,,,891106,,,
,,,,977146,,,
,,,,070026,,,
,,,,146096,,,
,,,,270965,,,
,,,,345355,,,
,,,,458822,,,
,,,,534445,,,
,,,,675397,,,
,,,,750636,,,
,,,,923885,,,
,,,,984239,,,
,,,,073553,,,
,,,,158473,,,
,,,,275217,,,
,,,,351270,,,
,,,,459848,,,
,,,,546357,,,
,,,,678848,,,
,,,,767290,,,
,,,,931437,,,
,,,,991103,,,
,,,,074605,,,
,,,,158580,,,
,,,,285590,,,
,,,,367572,,,
,,,,464207,,,
,,,,593086,,,
,,,,683582,,,
,,,,781961,,,
,,,,931445,,,
,,,,995795,,,
,,,,015913,,,
,,,,026145,,,
,,,,029494,,,
,,,,033088,,,
,,,,052672,,,
,,,,054304,,,
,,,,067022,,,
,,,,072461,,,
,,,,076089,,,
,,,,095170,,,
,,,,103235,,,
,,,,123957,,,
,,,,129116,,,
,,,,130206,,,
,,,,139040,,,
,,,,143777,,,
,,,,146148,,,
,,,,146976,,,
,,,,159007,,,
,,,,162202,,,
,,,,169289,,,
,,,,182576,,,
,,,,183725,,,
,,,,211592,,,
,,,,217517,,,
,,,,246281,,,
,,,,246879,,,
,,,,249818,,,
,,,,254302,,,
,,,,280819,,,
,,,,285800,,,
,,,,287769,,,
,,,,288052,,,
,,,,294038,,,
,,,,297615,,,
,,,,311825,,,
,,,,309733,,,
,,,,312905,,,
,,,,326932,,,
,,,,334854,,,
,,,,335541,,,
,,,,341283,,,
,,,,364487,,,
,,,,365345,,,
,,,,380882,,,
,,,,388137,,,
,,,,395941,,,
,,,,417944,,,
,,,,439132,,,
,,,,442041,,,
,,,,449073,,,
,,,,450216,,,
,,,,451306,,,
,,,,460842,,,
,,,,466835,,,
,,,,468829,,,
,,,,474837,,,
,,,,494503,,,
,,,,494927,,,
,,,,512976,,,
,,,,513486,,,
,,,,559060,,,
,,,,571196,,,
,,,,575610,,,
,,,,576247,,,
,,,,587406,,,
,,,,619283,,,
,,,,647683,,,
,,,,661496,,,
,,,,665286,,,
,,,,666223,,,
,,,,697825,,,
,,,,705221,,,
,,,,720986,,,
,,,,747222,,,
,,,,750386,,,
,,,,754220,,,
,,,,774745,,,
,,,,813207,,,
,,,,815773,,,
,,,,825512,,,
,,,,840559,,,
,,,,844297,,,
,,,,864500,,,
,,,,870119,,,
,,,,876347,,,
,,,,884347,,,
,,,,899382,,,
,,,,910933,,,
,,,,911358,,,
,,,,921868,,,
,,,,930924,,,
,,,,931025,,,
,,,,934639,,,
,,,,957241,,,
,,,,964315,,,
,,,,965025,,,
,,,,968298,,,
,,,,972740,,,
,,,,982455,,,
,,,,992769,,,
,,,,682758,,,
,,,,788870,,,
,,,,804427,,,
,,,,933616,,,
,,,,830317,,,
,,,,956864,,,
,,,,589473,,,
,,,,793359,,,
,,,,250307,,,
,,,,780715,,,
,,,,859913,,,
,,,,915848,,,
,,,,565598,,,
,,,,828926,,,
,,,,519193,,,
,,,,685876,,,
,,,,720425,,,
,,,,475792,,,
,,,,054071,,,
,,,,297283,,,
,,,,280854,,,
,,,,518330,,,
,,,,316249,,,
,,,,508580,,,
,,,,926204,,,
,,,,997780,,,
,,,,323022,,,
,,,,810931,,,
,,,,848092,,,
,,,,437306,,,
,,,,622038,,,
,,,,858300,,,
,,,,688531,,,
,,,,930068,,,
,,,,899732,,,
,,,,031994,,,
,,,,158041,,,
,,,,390368,,,
,,,,984432,,,
,,,,864302,,,
,,,,056592,,,
,,,,734806,,,
,,,,480938,,,
,,,,394651,,,
,,,,925263,,,
,,,,163741,,,
,,,,985881,,,
,,,,569893,,,
,,,,429574,,,
,,,,741143,,,
,,,,957028,,,
,,,,739792,,,
,,,,860573,,,
,,,,262038,,,
,,,,203265,,,
,,,,616902,,,
,,,,312418,,,
,,,,311986,,,
,,,,599793,,,
,,,,514324,,,
,,,,803228,,,
,,,,376804,,,
,,,,110155,,,
,,,,103629,,,
,,,,201279,,,
,,,,221735,,,
,,,,202554,,,
,,,,016022,,,
,,,,514953,,,
,,,,939958,,,
,,,,477982,,,
,,,,252403,,,
,,,,263363,,,
,,,,945209,,,
,,,,072349,,,
,,,,998485,,,
,,,,423218,,,
,,,,768714,,,
,,,,750279,,,
,,,,786621,,,
,,,,370184,,,
,,,,414116,,,
,,,,494962,,,
,,,,781611,,,
,,,,959308,,,
,,,,251567,,,
,,,,375847,,,
,,,,778949,,,
,,,,897882,,,
,,,,213346,,,
,,,,835856,,,
,,,,935050,,,
,,,,647610,,,
,,,,660854,,,
,,,,313632,,,
,,,,536345,,,
,,,,558142,,,
,,,,552735,,,
,,,,721818,,,
,,,,018289,,,
,,,,030434,,,
,,,,037415,,,
,,,,056174,,,
,,,,072206,,,
,,,,093825,,,
,,,,093847,,,
,,,,095762,,,
,,,,097401,,,
,,,,111796,,,
,,,,112860,,,
,,,,127636,,,
,,,,138641,,,
,,,,149664,,,
,,,,177074,,,
,,,,190183,,,
,,,,217603,,,
,,,,222612,,,
,,,,240926,,,
,,,,245327,,,
,,,,262033,,,
,,,,275351,,,
,,,,280085,,,
,,,,294528,,,
,,,,295156,,,
,,,,311187,,,
,,,,314817,,,
,,,,322690,,,
,,,,336165,,,
,,,,342915,,,
,,,,347745,,,
,,,,366549,,,
,,,,378880,,,
,,,,387478,,,
,,,,390204,,,
,,,,395633,,,
,,,,412648,,,
,,,,415366,,,
,,,,415725,,,
,,,,416240,,,
,,,,417272,,,
,,,,419006,,,
,,,,428180,,,
,,,,428688,,,
,,,,434819,,,
,,,,434825,,,
,,,,438066,,,
,,,,447576,,,
,,,,457593,,,
,,,,472246,,,
,,,,476053,,,
,,,,490387,,,
,,,,504655,,,
,,,,512602,,,
,,,,515210,,,
,,,,516716,,,
,,,,532965,,,
,,,,550883,,,
,,,,557719,,,
,,,,567668,,,
,,,,569879,,,
,,,,584434,,,
,,,,597994,,,
,,,,613219,,,
,,,,625682,,,
,,,,635923,,,
,,,,661182,,,
,,,,661846,,,
,,,,664149,,,
,,,,664436,,,
,,,,669122,,,
,,,,688184,,,
,,,,698078,,,
,,,,714418,,,
,,,,716199,,,
,,,,722539,,,
,,,,727250,,,
,,,,735631,,,
,,,,765782,,,
,,,,766357,,,
,,,,768875,,,
,,,,778630,,,
,,,,822887,,,
,,,,829258,,,
,,,,849366,,,
,,,,863488,,,
,,,,886728,,,
,,,,887104,,,
,,,,888613,,,
,,,,891907,,,
,,,,894690,,,
,,,,900853,,,
,,,,941390,,,
,,,,946068,,,
,,,,949860,,,
,,,,951269,,,
,,,,958866,,,
,,,,965929,,,
,,,,969662,,,
,,,,990504,,,
,,,,020145,,,
,,,,125434,,,
,,,,201236,,,
,,,,316026,,,
,,,,424770,,,
,,,,526329,,,
,,,,656988,,,
,,,,775866,,,
,,,,841989,,,
,,,,944885,,,
,,,,022862,,,
,,,,130557,,,
,,,,205635,,,
,,,,321148,,,
,,,,425047,,,
,,,,541235,,,
,,,,664878,,,
,,,,783300,,,
,,,,843339,,,
,,,,945253,,,
,,,,032468,,,
,,,,146147,,,
,,,,231011,,,
,,,,343082,,,
,,,,428173,,,
,,,,555348,,,
,,,,687573,,,
,,,,784946,,,
,,,,846370,,,
,,,,947615,,,
,,,,042882,,,
,,,,148038,,,
,,,,252153,,,
,,,,365411,,,
,,,,429023,,,
,,,,564935,,,
,,,,688440,,,
,,,,785794,,,
,,,,863296,,,
,,,,974976,,,
,,,,053912,,,
,,,,151090,,,
,,,,252509,,,
,,,,380105,,,
,,,,432990,,,
,,,,591274,,,
,,,,716479,,,
,,,,796980,,,
,,,,889723,,,
,,,,978882,,,
,,,,057756,,,
,,,,158800,,,
,,,,291836,,,
,,,,390312,,,
,,,,463406,,,
,,,,605526,,,
,,,,725575,,,
,,,,807003,,,
,,,,891063,,,
,,,,982308,,,
,,,,068991,,,
,,,,160017,,,
,,,,299172,,,
,,,,407894,,,
,,,,479625,,,
,,,,625749,,,
,,,,728890,,,
,,,,826279,,,
,,,,899645,,,
,,,,983737,,,
,,,,092161,,,
,,,,164077,,,
,,,,300050,,,
,,,,420375,,,
,,,,497394,,,
,,,,634144,,,
,,,,744506,,,
,,,,831934,,,
,,,,908132,,,
,,,,989436,,,
,,,,105635,,,
,,,,169570,,,
,,,,306188,,,
,,,,422438,,,
,,,,499130,,,
,,,,643612,,,
,,,,747273,,,
,,,,832838,,,
,,,,934013,,,
,,,,993224,,,
,,,,113771,,,
,,,,193674,,,
,,,,313651,,,
,,,,424092,,,
,,,,515388,,,
,,,,645991,,,
,,,,753727,,,
,,,,834551,,,
,,,,939044,,,
,,,,996459,,,
,,,,008735,,,
,,,,165459,,,
,,,,229961,,,
,,,,307487,,,
,,,,377179,,,
,,,,456681,,,
,,,,525738,,,
,,,,607474,,,
,,,,744167,,,
,,,,844211,,,
,,,,010769,,,
,,,,170848,,,
,,,,236085,,,
,,,,308949,,,
,,,,378339,,,
,,,,459581,,,
,,,,527656,,,
,,,,608338,,,
,,,,773375,,,
,,,,847859,,,
,,,,036331,,,
,,,,174776,,,
,,,,246365,,,
,,,,322493,,,
,,,,395743,,,
,,,,461044,,,
,,,,529330,,,
,,,,613982,,,
,,,,776909,,,
,,,,851582,,,
,,,,049057,,,
,,,,176811,,,
,,,,256478,,,
,,,,324322,,,
,,,,419526,,,
,,,,466914,,,
,,,,547878,,,
,,,,632599,,,
,,,,778103,,,
,,,,854954,,,
,,,,072451,,,
,,,,180510,,,
,,,,263173,,,
,,,,325494,,,
,,,,420067,,,
,,,,470225,,,
,,,,556377,,,
,,,,680175,,,
,,,,781129,,,
,,,,872225,,,
,,,,085858,,,
,,,,187297,,,
,,,,283144,,,
,,,,334225,,,
,,,,420768,,,
,,,,476503,,,
,,,,582789,,,
,,,,680210,,,
,,,,800993,,,
,,,,877225,,,
,,,,109602,,,
,,,,188287,,,
,,,,287668,,,
,,,,334412,,,
,,,,439957,,,
,,,,495048,,,
,,,,583211,,,
,,,,696405,,,
,,,,802507,,,
,,,,904519,,,
,,,,148923,,,
,,,,199283,,,
,,,,293256,,,
,,,,336664,,,
,,,,443137,,,
,,,,514010,,,
,,,,587050,,,
,,,,713519,,,
,,,,822550,,,
,,,,954384,,,
,,,,151367,,,
,,,,202119,,,
,,,,293417,,,
,,,,345610,,,
,,,,453946,,,
,,,,524629,,,
,,,,595775,,,
,,,,719195,,,
,,,,824038,,,
,,,,967932,,,
,,,,152971,,,
,,,,225753,,,
,,,,295159,,,
,,,,374597,,,
,,,,455012,,,
,,,,525003,,,
,,,,607324,,,
,,,,726869,,,
,,,,827035,,,
,,,,974809,,,
,,,,005654,,,
,,,,095594,,,
,,,,174973,,,
,,,,275465,,,
,,,,422640,,,
,,,,511535,,,
,,,,597511,,,
,,,,735685,,,
,,,,828697,,,
,,,,886003,,,
,,,,008752,,,
,,,,097453,,,
,,,,180569,,,
,,,,293453,,,
,,,,427709,,,
,,,,512765,,,
,,,,598389,,,
,,,,755806,,,
,,,,835888,,,
,,,,919090,,,
,,,,015957,,,
,,,,105914,,,
,,,,208605,,,
,,,,298217,,,
,,,,442598,,,
,,,,517302,,,
,,,,661066,,,
,,,,763154,,,
,,,,838769,,,
,,,,929419,,,
,,,,024959,,,
,,,,111844,,,
,,,,210237,,,
,,,,314048,,,
,,,,453088,,,
,,,,531423,,,
,,,,668551,,,
,,,,763472,,,
,,,,846681,,,
,,,,939467,,,
,,,,025415,,,
,,,,112476,,,
,,,,219962,,,
,,,,317965,,,
,,,,456318,,,
,,,,542460,,,
,,,,705496,,,
,,,,783998,,,
,,,,856296,,,
,,,,943472,,,
,,,,042022,,,
,,,,115346,,,
,,,,225752,,,
,,,,324675,,,
,,,,467978,,,
,,,,555405,,,
,,,,718892,,,
,,,,786837,,,
,,,,860652,,,
,,,,961363,,,
,,,,045641,,,
,,,,122442,,,
,,,,231114,,,
,,,,335705,,,
,,,,475777,,,
,,,,558207,,,
,,,,720253,,,
,,,,788150,,,
,,,,866478,,,
,,,,969322,,,
,,,,053203,,,
,,,,147139,,,
,,,,238310,,,
,,,,336897,,,
,,,,489333,,,
,,,,570822,,,
,,,,725448,,,
,,,,793867,,,
,,,,867262,,,
,,,,985066,,,
,,,,069985,,,
,,,,155527,,,
,,,,250372,,,
,,,,373621,,,
,,,,499901,,,
,,,,575071,,,
,,,,727422,,,
,,,,796642,,,
,,,,876825,,,
,,,,988481,,,
,,,,071903,,,
,,,,161648,,,
,,,,256492,,,
,,,,375494,,,
,,,,506839,,,
,,,,595879,,,
,,,,732236,,,
,,,,804591,,,
,,,,877243,,,
,,,,995234,,,
,,,,010094,,,
,,,,083622,,,
,,,,235572,,,
,,,,325757,,,
,,,,427625,,,
,,,,504382,,,
,,,,562582,,,
,,,,690950,,,
,,,,774436,,,
,,,,923594,,,
,,,,017530,,,
,,,,092921,,,
,,,,240294,,,
,,,,332513,,,
,,,,445220,,,
,,,,505203,,,
,,,,588234,,,
,,,,697499,,,
,,,,792533,,,
,,,,926274,,,
,,,,020249,,,
,,,,097949,,,
,,,,254393,,,
,,,,335773,,,
,,,,450868,,,
,,,,505965,,,
,,,,592124,,,
,,,,700389,,,
,,,,793297,,,
,,,,935182,,,
,,,,024134,,,
,,,,138515,,,
,,,,266616,,,
,,,,339016,,,
,,,,457849,,,
,,,,520417,,,
,,,,603201,,,
,,,,715885,,,
,,,,824783,,,
,,,,943306,,,
,,,,034790,,,
,,,,140873,,,
,,,,267620,,,
,,,,345450,,,
,,,,462692,,,
,,,,524199,,,
,,,,618288,,,
,,,,730200,,,
,,,,854146,,,
,,,,965495,,,
,,,,045430,,,
,,,,149988,,,
,,,,275256,,,
,,,,357088,,,
,,,,481913,,,
,,,,536947,,,
,,,,627479,,,
,,,,748108,,,
,,,,868099,,,
,,,,968520,,,
,,,,060763,,,
,,,,154653,,,
,,,,294269,,,
,,,,371012,,,
,,,,482248,,,
,,,,537907,,,
,,,,634184,,,
,,,,757481,,,
,,,,877313,,,
,,,,973603,,,
,,,,064260,,,
,,,,158131,,,
,,,,296178,,,
,,,,377422,,,
,,,,484276,,,
,,,,553637,,,
,,,,647857,,,
,,,,757639,,,
,,,,880029,,,
,,,,989459,,,
,,,,068412,,,
,,,,183355,,,
,,,,314348,,,
,,,,399253,,,
,,,,492226,,,
,,,,555874,,,
,,,,649149,,,
,,,,761763,,,
,,,,907216,,,
,,,,990507,,,
,,,,081422,,,
,,,,225200,,,
,,,,316260,,,
,,,,419769,,,
,,,,492414,,,
,,,,561976,,,
,,,,655345,,,
,,,,773525,,,
,,,,907466,,,
,,,,995009,,,
,,,,031062,,,
,,,,133440,,,
,,,,268508,,,
,,,,391523,,,
,,,,457781,,,
,,,,563645,,,
,,,,639503,,,
,,,,722644,,,
,,,,789773,,,
,,,,868629,,,
,,,,032458,,,
,,,,147220,,,
,,,,296428,,,
,,,,392270,,,
,,,,466539,,,
,,,,565358,,,
,,,,644830,,,
,,,,731187,,,
,,,,809997,,,
,,,,875823,,,
,,,,034349,,,
,,,,151934,,,
,,,,304641,,,
,,,,392283,,,
,,,,478465,,,
,,,,568929,,,
,,,,646885,,,
,,,,731693,,,
,,,,814416,,,
,,,,884666,,,
,,,,039829,,,
,,,,165083,,,
,,,,339836,,,
,,,,407013,,,
,,,,486217,,,
,,,,579806,,,
,,,,683383,,,
,,,,733687,,,
,,,,828660,,,
,,,,888557,,,
,,,,072359,,,
,,,,180128,,,
,,,,357724,,,
,,,,420982,,,
,,,,487807,,,
,,,,590159,,,
,,,,684834,,,
,,,,735280,,,
,,,,834580,,,
,,,,889803,,,
,,,,090101,,,
,,,,183685,,,
,,,,366141,,,
,,,,430999,,,
,,,,493578,,,
,,,,600547,,,
,,,,694225,,,
,,,,752267,,,
,,,,837078,,,
,,,,901355,,,
,,,,091097,,,
,,,,198752,,,
,,,,367582,,,
,,,,431464,,,
,,,,509632,,,
,,,,601020,,,
,,,,694571,,,
,,,,763274,,,
,,,,844171,,,
,,,,933989,,,
,,,,091859,,,
,,,,218740,,,
,,,,372758,,,
,,,,433072,,,
,,,,534804,,,
,,,,611883,,,
,,,,697725,,,
,,,,764914,,,
,,,,849534,,,
,,,,956850,,,
,,,,103483,,,
,,,,246032,,,
,,,,375387,,,
,,,,433455,,,
,,,,545452,,,
,,,,616803,,,
,,,,703010,,,
,,,,782820,,,
,,,,858986,,,
,,,,971987,,,
,,,,122003,,,
,,,,267098,,,
,,,,376474,,,
,,,,434855,,,
,,,,547757,,,
,,,,635983,,,
,,,,713720,,,
,,,,785455,,,
,,,,863739,,,
,,,,994970,,,
,,,,669051,,,
,,,,240537,,,
,,,,147998,,,
,,,,985042,,,
,,,,340338,,,
,,,,376844,,,
,,,,426314,,,
,,,,280053,,,
,,,,086111,,,
,,,,954837,,,
,,,,814279,,,
,,,,510860,,,
,,,,164709,,,
,,,,438330,,,
,,,,106481,,,
,,,,360609,,,
,,,,620090,,,
,,,,671709,,,
,,,,910049,,,
,,,,210270,,,
,,,,196528,,,
,,,,599648,,,
,,,,186776,,,
,,,,827945,,,
,,,,129096,,,
,,,,948728,,,
,,,,945272,,,
,,,,704896,,,
,,,,213025,,,
,,,,495634,,,
,,,,793883,,,
,,,,659838,,,
,,,,642502,,,
,,,,177338,,,
,,,,878909,,,
,,,,638804,,,
,,,,556502,,,
,,,,951088,,,
,,,,486128,,,
,,,,490152,,,
,,,,339987,,,
,,,,363904,,,
,,,,137375,,,
,,,,379667,,,
,,,,500542,,,
,,,,188476,,,
,,,,406428,,,
,,,,497935,,,
,,,,645654,,,
,,,,022410,,,
,,,,915669,,,
,,,,725591,,,
,,,,857189,,,
,,,,546838,,,
,,,,988819,,,
,,,,633702,,,
,,,,934695,,,
,,,,117685,,,
,,,,924392,,,
,,,,257453,,,
,,,,219677,,,
,,,,391014,,,
,,,,364530,,,
,,,,485702,,,
,,,,597363,,,
,,,,408587,,,
,,,,745758,,,
,,,,425188,,,
,,,,323031,,,
,,,,873618,,,
,,,,160630,,,
,,,,119723,,,
,,,,317714,,,
,,,,321352,,,
,,,,431030,,,
,,,,950436,,,
,,,,344772,,,
,,,,431296,,,
,,,,615282,,,
,,,,475435,,,
,,,,708140,,,
,,,,932294,,,
,,,,750457,,,
,,,,609770,,,
,,,,772590,,,
,,,,571746,,,
,,,,881397,,,
,,,,597455,,,
,,,,755659,,,
,,,,614757,,,
,,,,521521,,,
,,,,193235,,,
,,,,541837,,,
,,,,231091,,,
,,,,673257,,,
,,,,519560,,,
,,,,866173,,,
,,,,292002,,,
,,,,574391,,,
,,,,683912,,,
,,,,003980,,,
,,,,004699,,,
,,,,006275,,,
,,,,016669,,,
,,,,024926,,,
,,,,025381,,,
,,,,050843,,,
,,,,071409,,,
,,,,076352,,,
,,,,109524,,,
,,,,128363,,,
,,,,140410,,,
,,,,144635,,,
,,,,146533,,,
,,,,153655,,,
,,,,154818,,,
,,,,162883,,,
,,,,167813,,,
,,,,176826,,,
,,,,196628,,,
,,,,200620,,,
,,,,201204,,,
,,,,210979,,,
,,,,227315,,,
,,,,244715,,,
,,,,247672,,,
,,,,257437,,,
,,,,259834,,,
,,,,266819,,,
,,,,266959,,,
,,,,270166,,,
,,,,285490,,,
,,,,290275,,,
,,,,292099,,,
,,,,294597,,,
,,,,295255,,,
,,,,297849,,,
,,,,320948,,,
,,,,342439,,,
,,,,360164,,,
,,,,366948,,,
,,,,369174,,,
,,,,380495,,,
,,,,400567,,,
,,,,415778,,,
,,,,418232,,,
,,,,428184,,,
,,,,443635,,,
,,,,450816,,,
,,,,466565,,,
,,,,475271,,,
,,,,477620,,,
,,,,486625,,,
,,,,490416,,,
,,,,498444,,,
,,,,499073,,,
,,,,499525,,,
,,,,515956,,,
,,,,518365,,,
,,,,529774,,,
,,,,544655,,,
,,,,573113,,,
,,,,581429,,,
,,,,598143,,,
,,,,617471,,,
,,,,632626,,,
,,,,641041,,,
,,,,641584,,,
,,,,658142,,,
,,,,663199,,,
,,,,696870,,,
,,,,700547,,,
,,,,726431,,,
,,,,729962,,,
,,,,741504,,,
,,,,758029,,,
,,,,770833,,,
,,,,778574,,,
,,,,789002,,,
,,,,789886,,,
,,,,804896,,,
,,,,807341,,,
,,,,809152,,,
,,,,809467,,,
,,,,814969,,,
,,,,823843,,,
,,,,839485,,,
,,,,842578,,,
,,,,843411,,,
,,,,850595,,,
,,,,856128,,,
,,,,888043,,,
,,,,900972,,,
,,,,922883,,,
,,,,933836,,,
,,,,939592,,,
,,,,941893,,,
,,,,964926,,,
,,,,969114,,,
,,,,976605,,,
,,,,733917,,,
,,,,612465,,,
,,,,436844,,,
,,,,932057,,,
,,,,237909,,,
,,,,244746,,,
,,,,380696,,,
,,,,678256,,,
,,,,899391,,,
,,,,567021,,,
,,,,990022,,,
,,,,701947,,,
,,,,513799,,,
,,,,230995,,,
,,,,527614,,,
,,,,174485,,,
,,,,861700,,,
,,,,000874,,,
,,,,025485,,,
,,,,565076,,,
,,,,753986,,,
,,,,694664,,,
,,,,550575,,,
,,,,736338,,,
,,,,354809,,,
,,,,861356,,,
,,,,473100,,,
,,,,279753,,,
,,,,884903,,,
,,,,429565,,,
,,,,525327,,,
,,,,605697,,,
,,,,913725,,,
,,,,474324,,,
,,,,136573,,,
,,,,488736,,,
,,,,543527,,,
,,,,900920,,,
,,,,688831,,,
,,,,857662,,,
,,,,822510,,,
,,,,272205,,,
,,,,930988,,,
,,,,776434,,,
,,,,297036,,,
,,,,481952,,,
,,,,304514,,,
,,,,322139,,,
,,,,920388,,,
,,,,940696,,,
,,,,275051,,,
,,,,866026,,,
,,,,000648,,,
,,,,518496,,,
,,,,421047,,,
,,,,446034,,,
,,,,856395,,,
,,,,791661,,,
,,,,274108,,,
,,,,084925,,,
,,,,548496,,,
,,,,082847,,,
,,,,723397,,,
,,,,362451,,,
,,,,021187,,,
,,,,258407,,,
,,,,526299,,,
,,,,237993,,,
,,,,303110,,,
,,,,594564,,,
,,,,372915,,,
,,,,416564,,,
,,,,768421,,,
,,,,972301,,,
,,,,869395,,,
,,,,716930,,,
,,,,953259,,,
,,,,354809,,,
,,,,303294,,,
,,,,185267,,,
,,,,037260,,,
,,,,612883,,,
,,,,125761,,,
,,,,807009,,,
,,,,540813,,,
,,,,706098,,,
,,,,724698,,,
,,,,796095,,,
,,,,823053,,,
,,,,409658,,,
,,,,042644,,,
,,,,263755,,,
,,,,347495,,,
,,,,555481,,,
,,,,400929,,,
,,,,701337,,,
,,,,330499,,,
,,,,422661,,,
,,,,828934,,,
,,,,097958,,,
,,,,002042,,,
,,,,007289,,,
,,,,011092,,,
,,,,017818,,,
,,,,023725,,,
,,,,034994,,,
,,,,059557,,,
,,,,060014,,,
,,,,069279,,,
,,,,070966,,,
,,,,113311,,,
,,,,131838,,,
,,,,151489,,,
,,,,156350,,,
,,,,166170,,,
,,,,184892,,,
,,,,187697,,,
,,,,213166,,,
,,,,230468,,,
,,,,254389,,,
,,,,256740,,,
,,,,257228,,,
,,,,260089,,,
,,,,261345,,,
,,,,266298,,,
,,,,273728,,,
,,,,276090,,,
,,,,281637,,,
,,,,291948,,,
,,,,296710,,,
,,,,312880,,,
,,,,316681,,,
,,,,323537,,,
,,,,374835,,,
,,,,376160,,,
,,,,380522,,,
,,,,380831,,,
,,,,388436,,,
,,,,400273,,,
,,,,401924,,,
,,,,417029,,,
,,,,436190,,,
,,,,455647,,,
,,,,455796,,,
,,,,457000,,,
,,,,458155,,,
,,,,460105,,,
,,,,465208,,,
,,,,472081,,,
,,,,482102,,,
,,,,489684,,,
,,,,511639,,,
,,,,515025,,,
,,,,527621,,,
,,,,530319,,,
,,,,560182,,,
,,,,577898,,,
,,,,578773,,,
,,,,607843,,,
,,,,608209,,,
,,,,625752,,,
,,,,646616,,,
,,,,663285,,,
,,,,685511,,,
,,,,690838,,,
,,,,699840,,,
,,,,702710,,,
,,,,716028,,,
,,,,721369,,,
,,,,741441,,,
,,,,744661,,,
,,,,747375,,,
,,,,751359,,,
,,,,759183,,,
,,,,769243,,,
,,,,769579,,,
,,,,776072,,,
,,,,778396,,,
,,,,781314,,,
,,,,793105,,,
,,,,793554,,,
,,,,806530,,,
,,,,816007,,,
,,,,830060,,,
,,,,839187,,,
,,,,862859,,,
,,,,874534,,,
,,,,876431,,,
,,,,877358,,,
,,,,878506,,,
,,,,901727,,,
,,,,904896,,,
,,,,928888,,,
,,,,931065,,,
,,,,940685,,,
,,,,944586,,,
,,,,946721,,,
,,,,948643,,,
,,,,954094,,,
,,,,962360,,,
,,,,000798,,,
,,,,122800,,,
